ph,temperature,turbidity,fish
6.87,21.78,5.8,koi
6.86,22.51,6.01,koi
6.76,22.6,5.79,koi
6.78,22.1,6.21,koi
6.84,22.12,5.99,koi
6.8,22.17,5.39,koi
6.79,22.07,5.67,koi
6.82,21.94,6.25,koi
6.88,21.86,5.87,koi
6.8,21.86,5.94,koi
6.76,21.66,6.02,koi
6.83,21.76,6.08,koi
6.77,22.08,6.06,koi
6.8,22.14,5.8,koi
6.79,21.94,5.75,koi
6.79,21.54,5.8,koi
6.79,21.92,5.85,koi
6.8,22.14,6.07,koi
6.77,21.64,5.69,koi
6.78,21.89,5.75,koi
6.74,21.86,5.94,koi
6.83,21.83,5.82,koi
5.9,21.0,6.0,koi
5.85,20.99,5.83,koi
5.93,20.46,5.93,koi
5.92,21.06,6.54,koi
5.92,20.7,5.98,koi
5.81,20.98,5.83,koi
5.95,20.84,5.98,koi
5.87,21.52,5.94,koi
5.99,21.24,6.1,koi
5.92,21.12,5.61,koi
5.89,21.25,5.99,koi
5.83,20.98,6.34,koi
5.96,20.98,6.19,koi
5.88,20.49,5.82,koi
5.98,20.92,5.95,koi
5.89,21.57,6.33,koi
6.01,20.95,6.06,koi
5.82,21.44,5.77,koi
5.91,20.67,5.88,koi
5.86,20.82,5.89,koi
5.87,21.25,5.78,koi
5.91,21.37,5.9,koi
5.86,20.93,6.24,koi
5.91,20.84,6.1,koi
5.84,21.2,6.08,koi
5.88,20.75,5.82,koi
5.93,21.37,5.87,koi
5.92,20.37,5.88,koi
5.9,20.73,5.81,koi
5.87,21.09,5.96,koi
5.79,20.36,5.88,koi
5.92,20.18,5.9,koi
5.87,21.42,5.92,koi
5.92,21.04,5.57,koi
5.94,21.06,6.1,koi
6.1,20.37,6.34,koi
5.89,21.09,5.99,koi
5.88,20.83,6.07,koi
5.82,21.23,5.92,koi
5.84,20.86,6.25,koi
5.87,21.11,5.85,koi
5.94,21.21,6.37,koi
5.89,21.2,6.02,koi
5.96,20.78,6.15,koi
5.89,20.98,6.02,koi
5.91,20.97,6.04,koi
5.98,21.3,6.17,koi
5.88,20.73,6.19,koi
5.94,21.44,5.88,koi
5.89,20.51,5.92,koi
7.5,29.0,6.0,prawn
7.55,28.86,6.13,prawn
7.49,29.1,5.77,prawn
7.5,28.1,5.96,prawn
7.42,29.36,6.16,prawn
7.52,29.46,5.81,prawn
7.59,29.28,5.95,prawn
7.56,28.67,5.84,prawn
7.47,28.84,5.79,prawn
7.56,28.92,6.07,prawn
7.47,28.45,6.05,prawn
7.4,28.98,5.73,prawn
7.6,29.27,6.02,prawn
7.56,28.75,6.11,prawn
7.51,29.08,6.25,prawn
7.54,29.09,5.67,prawn
7.45,28.96,6.02,prawn
7.44,29.72,6.3,prawn
7.53,29.02,5.96,prawn
7.45,29.02,6.05,prawn
7.44,29.1,5.97,prawn
7.4,28.74,5.92,prawn
7.59,29.17,5.73,prawn
7.52,28.54,6.22,prawn
7.48,28.97,6.27,prawn
7.44,28.58,5.88,prawn
7.55,28.54,5.43,prawn
7.48,29.17,6.24,prawn
7.48,28.88,6.23,prawn
7.41,28.88,6.04,prawn
7.52,28.85,6.01,prawn
7.38,28.8,6.09,prawn
7.45,29.02,6.09,prawn
7.48,29.05,5.81,prawn
7.49,29.18,6.03,prawn
7.47,29.07,6.14,prawn
7.4,29.35,5.93,prawn
7.52,29.36,5.73,prawn
7.46,28.91,5.84,prawn
7.59,28.74,5.89,prawn
7.51,28.64,5.92,prawn
7.52,28.9,5.98,prawn
7.47,28.55,6.06,prawn
7.59,29.01,6.05,prawn
7.53,28.62,6.34,prawn
7.51,29.49,5.85,prawn
7.59,29.23,6.11,prawn
7.51,28.93,6.24,prawn
7.51,28.41,5.78,prawn
7.49,29.09,5.99,prawn
7.9,29.0,7.2,prawn
7.96,28.41,7.23,prawn
7.81,29.23,7.18,prawn
7.92,28.74,7.46,prawn
7.95,29.18,7.17,prawn
7.93,28.79,7.37,prawn
7.98,29.32,7.05,prawn
7.92,28.61,7.31,prawn
7.92,28.44,6.97,prawn
7.89,28.91,6.96,prawn
7.92,29.08,7.16,prawn
7.86,29.31,7.53,prawn
7.88,28.82,7.3,prawn
7.88,28.96,7.35,prawn
7.8,29.4,7.21,prawn
7.88,28.97,7.19,prawn
7.81,29.45,7.21,prawn
7.92,29.29,7.0,prawn
7.92,28.92,7.37,prawn
7.79,28.97,7.08,prawn
7.92,29.14,7.06,prawn
7.86,28.97,7.02,prawn
7.94,28.89,6.62,prawn
7.88,28.69,6.87,prawn
7.84,29.03,7.47,prawn
7.92,28.82,7.29,prawn
7.88,28.79,6.97,prawn
7.81,28.88,7.23,prawn
7.9,28.88,7.01,prawn
7.93,28.6,7.36,prawn
7.85,28.77,6.91,prawn
7.87,29.29,7.3,prawn
7.95,29.16,6.98,prawn
7.88,28.77,7.47,prawn
7.84,29.27,7.38,prawn
7.99,28.88,7.34,prawn
8.01,28.81,6.89,prawn
7.81,29.21,6.82,prawn
7.88,29.13,7.24,prawn
7.92,29.07,7.46,prawn
7.85,28.8,7.05,prawn
7.94,29.27,7.29,prawn
7.96,28.65,7.53,prawn
7.98,29.22,7.56,prawn
7.82,28.84,7.05,prawn
7.94,28.68,7.35,prawn
7.97,29.21,7.26,prawn
7.85,28.75,7.45,prawn
7.94,28.99,7.12,prawn
7.8,28.68,7.58,prawn
7.8,27.0,5.6,sing
7.74,27.06,5.8,sing
7.74,27.06,5.79,sing
7.8,27.86,5.27,sing
7.85,26.95,5.75,sing
7.82,26.78,5.65,sing
7.71,27.18,5.66,sing
7.83,27.32,5.67,sing
7.81,26.74,5.46,sing
7.86,27.43,5.55,sing
7.8,26.73,5.83,sing
7.83,27.58,5.42,sing
7.78,27.07,5.73,sing
7.79,26.74,5.78,sing
7.84,26.73,5.87,sing
7.86,27.04,5.62,sing
7.83,26.74,5.61,sing
7.69,27.26,5.29,sing
7.88,26.9,5.56,sing
7.77,26.91,5.88,sing
7.68,27.38,5.67,sing
7.74,26.68,5.94,sing
7.75,26.65,5.83,sing
7.82,26.72,5.64,sing
7.75,27.33,5.81,sing
7.83,27.11,5.95,sing
7.8,26.65,5.69,sing
7.9,26.7,5.53,sing
7.82,26.98,5.4,sing
7.86,27.7,5.64,sing
7.75,26.54,5.65,sing
7.86,27.14,5.6,sing
7.77,26.67,5.77,sing
7.85,26.54,5.92,sing
7.83,27.42,5.33,sing
7.73,26.96,5.7,sing
7.89,27.21,5.55,sing
7.75,27.37,5.41,sing
7.88,26.91,5.92,sing
7.83,26.96,5.5,sing
7.78,27.13,5.62,sing
7.77,26.95,5.62,sing
7.69,27.14,5.4,sing
7.74,26.49,5.24,sing
7.73,26.79,5.99,sing
7.77,27.05,5.68,sing
7.81,26.98,5.36,sing
7.87,27.54,5.26,sing
7.75,26.92,5.41,sing
7.83,26.78,6.03,sing
8.3,30.0,5.3,prawn
8.36,30.06,5.51,prawn
8.36,29.83,5.14,prawn
8.3,30.26,5.33,prawn
8.22,29.76,5.29,prawn
8.3,30.59,5.02,prawn
8.33,30.45,5.75,prawn
8.28,30.15,5.41,prawn
8.31,29.97,5.39,prawn
8.17,30.2,5.33,prawn
8.29,30.61,5.17,prawn
8.28,30.6,5.13,prawn
8.27,29.96,5.47,prawn
8.31,29.61,5.19,prawn
8.27,29.98,5.39,prawn
8.32,29.47,5.51,prawn
8.31,30.42,5.39,prawn
8.36,30.14,5.57,prawn
8.33,29.97,5.75,prawn
8.34,30.17,5.04,prawn
8.24,30.09,5.33,prawn
8.27,30.04,5.62,prawn
8.33,29.66,5.28,prawn
8.26,29.88,5.22,prawn
8.28,29.62,5.27,prawn
8.27,29.12,5.71,prawn
8.35,29.89,5.3,prawn
8.24,30.51,5.68,prawn
8.31,30.31,5.34,prawn
8.23,29.88,5.33,prawn
8.28,29.93,5.28,prawn
8.3,30.02,5.09,prawn
8.26,29.61,5.5,prawn
8.19,30.35,5.58,prawn
8.28,29.22,5.23,prawn
8.3,29.7,5.2,prawn
8.38,30.2,5.12,prawn
8.22,29.9,5.26,prawn
8.32,29.84,5.4,prawn
8.4,30.24,5.29,prawn
8.29,29.89,5.54,prawn
8.27,30.01,5.31,prawn
8.27,29.59,5.36,prawn
8.3,30.15,5.19,prawn
8.36,29.74,5.64,prawn
8.21,30.13,5.4,prawn
8.26,30.13,5.56,prawn
8.19,30.15,4.8,prawn
8.25,30.49,5.18,prawn
8.24,29.94,5.71,prawn
7.3,32.0,5.8,prawn
7.21,31.68,6.1,prawn
7.39,31.97,5.55,prawn
7.4,32.48,5.94,prawn
7.26,31.99,5.77,prawn
7.32,32.44,5.98,prawn
7.25,32.41,5.86,prawn
7.33,32.44,5.58,prawn
7.3,31.84,5.49,prawn
7.32,32.75,5.43,prawn
7.3,32.19,5.82,prawn
7.29,31.61,5.85,prawn
7.26,31.34,6.04,prawn
7.35,32.02,5.85,prawn
7.35,32.07,5.98,prawn
7.29,32.39,5.86,prawn
7.31,31.62,5.86,prawn
7.26,31.81,5.64,prawn
7.25,32.64,6.07,prawn
7.4,31.63,5.81,prawn
7.24,31.79,5.62,prawn
7.36,31.88,6.01,prawn
7.33,32.69,5.5,prawn
7.36,32.34,5.61,prawn
7.35,32.1,5.75,prawn
7.26,31.78,6.21,prawn
7.3,32.23,5.64,prawn
7.26,32.32,5.53,prawn
7.28,32.01,5.82,prawn
7.29,32.12,5.94,prawn
7.34,31.7,5.74,prawn
7.36,32.27,5.53,prawn
7.32,31.41,5.81,prawn
7.39,31.72,5.63,prawn
7.34,31.54,5.67,prawn
7.33,31.81,5.75,prawn
7.34,32.13,5.85,prawn
7.28,32.11,5.78,prawn
7.32,31.85,5.76,prawn
7.25,31.99,5.64,prawn
7.24,32.08,5.84,prawn
7.34,31.87,5.88,prawn
7.33,32.13,5.63,prawn
7.31,32.11,5.8,prawn
7.2,32.05,6.24,prawn
7.28,31.78,5.87,prawn
7.32,32.36,5.55,prawn
7.34,32.18,5.77,prawn
7.32,32.31,5.97,prawn
7.24,32.25,5.79,prawn
7.5,31.0,7.2,sing
7.5,31.02,7.17,sing
7.56,30.97,6.98,sing
7.48,31.05,7.45,sing
7.53,30.74,7.7,sing
7.51,31.38,7.17,sing
7.53,31.25,7.44,sing
7.55,31.26,7.14,sing
7.47,31.1,7.39,sing
7.49,31.32,7.49,sing
7.45,30.75,7.17,sing
7.52,30.84,7.47,sing
7.52,31.01,6.91,sing
7.43,31.08,6.77,sing
7.55,30.95,7.85,sing
7.62,30.95,7.18,sing
7.55,31.51,6.87,sing
7.41,30.81,7.32,sing
7.52,31.32,6.96,sing
7.38,31.26,7.03,sing
7.4,31.04,7.36,sing
7.49,30.86,7.17,sing
7.48,30.6,7.06,sing
7.53,31.1,7.23,sing
7.45,30.95,6.76,sing
7.51,31.43,6.91,sing
7.47,31.1,7.45,sing
7.48,30.79,6.81,sing
7.51,31.61,7.26,sing
7.5,31.1,7.2,sing
7.46,31.25,7.25,sing
7.5,30.71,7.46,sing
7.53,30.83,7.4,sing
7.48,30.77,7.05,sing
7.41,31.14,6.83,sing
7.44,30.38,7.18,sing
7.49,30.9,6.99,sing
7.44,31.14,7.09,sing
7.52,30.73,7.24,sing
7.57,31.18,7.12,sing
7.51,30.93,7.2,sing
7.48,30.95,7.24,sing
7.45,30.7,6.92,sing
7.42,30.63,7.23,sing
7.46,31.15,7.21,sing
7.4,31.2,7.36,sing
7.45,31.13,7.03,sing
7.5,30.62,6.84,sing
7.48,30.96,7.12,sing
7.44,30.88,7.25,sing
7.9,25.0,5.6,sing
7.9,25.05,5.47,sing
7.96,24.65,5.7,sing
7.96,25.14,5.56,sing
7.87,25.31,5.32,sing
7.85,24.88,5.85,sing
7.92,24.71,5.54,sing
7.87,24.79,5.8,sing
7.83,25.48,5.77,sing
7.95,24.86,5.57,sing
7.83,24.84,5.7,sing
7.96,24.67,5.53,sing
7.89,24.58,5.72,sing
7.86,24.94,5.51,sing
7.86,25.0,5.56,sing
7.88,24.78,5.66,sing
7.98,25.04,5.8,sing
7.83,25.05,5.38,sing
7.83,24.78,5.84,sing
7.95,25.07,5.29,sing
7.89,25.09,5.64,sing
7.81,24.73,5.59,sing
7.93,24.34,5.57,sing
7.91,25.25,5.74,sing
7.93,24.76,5.22,sing
7.88,25.3,5.88,sing
7.94,25.13,5.68,sing
7.87,24.96,5.93,sing
7.85,25.48,5.54,sing
7.97,24.58,5.72,sing
7.86,24.58,5.64,sing
7.95,24.75,5.3,sing
7.9,24.97,5.71,sing
7.95,24.98,5.97,sing
7.91,24.9,5.28,sing
7.89,24.9,5.79,sing
7.92,24.65,5.63,sing
7.93,25.46,5.78,sing
7.94,25.02,5.68,sing
7.96,24.6,5.53,sing
7.86,25.11,5.85,sing
7.87,24.28,5.52,sing
7.95,25.16,5.69,sing
7.89,24.62,5.7,sing
7.86,25.66,5.71,sing
7.87,24.82,5.58,sing
7.89,25.34,5.64,sing
7.86,25.57,5.61,sing
7.94,24.82,5.67,sing
7.92,24.43,6.0,sing
8.5,32.0,6.0,sing
8.56,31.88,5.78,sing
8.52,32.03,6.07,sing
8.51,32.15,6.29,sing
8.53,31.69,6.27,sing
8.58,32.95,5.78,sing
8.51,31.38,6.11,sing
8.47,32.58,5.85,sing
8.42,31.86,5.6,sing
8.54,31.38,6.01,sing
8.4,31.9,6.33,sing
8.52,31.74,5.99,sing
8.5,32.14,5.73,sing
8.53,31.19,5.87,sing
8.48,32.19,6.0,sing
8.43,31.7,6.04,sing
8.5,31.83,5.9,sing
8.53,31.84,5.98,sing
8.61,31.57,5.63,sing
8.54,31.8,5.94,sing
8.46,31.92,6.32,sing
8.54,32.26,5.72,sing
8.44,31.15,5.84,sing
8.55,32.16,5.96,sing
8.5,31.79,6.04,sing
8.54,31.52,6.06,sing
8.55,31.88,6.14,sing
8.64,31.97,6.08,sing
8.46,32.05,6.09,sing
8.51,31.69,6.04,sing
8.57,32.13,6.19,sing
8.49,32.22,6.06,sing
8.45,32.1,5.8,sing
8.47,32.06,6.06,sing
8.44,32.32,6.11,sing
8.46,31.54,5.97,sing
8.48,32.03,5.93,sing
8.4,31.88,5.94,sing
8.53,31.79,6.34,sing
8.4,32.39,5.96,sing
8.54,32.02,6.23,sing
8.48,31.67,6.28,sing
8.49,32.07,6.25,sing
8.45,32.18,5.88,sing
8.49,32.02,5.7,sing
8.46,32.41,6.18,sing
8.5,32.07,5.94,sing
8.57,31.94,6.05,sing
8.56,31.77,6.31,sing
8.42,32.49,5.93,sing
8.1,29.0,7.2,sing
8.09,28.43,7.11,sing
8.05,28.82,7.17,sing
8.15,29.06,7.26,sing
8.05,28.74,7.56,sing
8.06,29.5,7.15,sing
8.1,29.32,7.45,sing
8.09,28.88,7.19,sing
8.12,29.27,7.2,sing
8.13,29.49,7.28,sing
8.12,28.54,6.67,sing
8.12,28.97,7.1,sing
8.11,28.98,7.43,sing
8.1,28.78,7.4,sing
8.09,29.16,7.1,sing
8.07,29.03,7.2,sing
8.12,28.92,6.83,sing
8.08,29.24,7.14,sing
8.09,29.3,7.06,sing
8.02,28.95,7.1,sing
8.05,28.95,7.3,sing
8.1,29.09,7.56,sing
8.08,29.08,7.1,sing
8.06,28.82,7.1,sing
8.12,29.7,7.06,sing
8.08,28.98,7.28,sing
8.11,29.39,6.71,sing
7.98,28.85,7.42,sing
8.02,28.1,7.31,sing
8.11,28.67,7.0,sing
8.05,29.03,7.07,sing
8.12,28.14,7.03,sing
8.04,28.92,7.09,sing
8.14,28.44,7.21,sing
8.13,29.56,7.1,sing
8.12,28.46,6.72,sing
8.14,29.0,7.44,sing
8.03,29.16,7.57,sing
8.12,29.08,7.2,sing
8.02,29.41,7.08,sing
8.13,28.53,6.96,sing
8.17,28.9,7.49,sing
8.1,28.45,7.38,sing
8.07,29.21,7.21,sing
8.02,29.05,7.64,sing
8.12,28.98,7.42,sing
8.11,29.06,6.98,sing
8.11,29.31,7.03,sing
8.17,28.97,7.02,sing
8.15,28.91,7.35,sing
7.9,28.0,6.1,sing
7.89,27.98,6.2,sing
7.91,27.4,5.88,sing
7.95,27.96,6.0,sing
7.83,27.68,5.7,sing
7.89,27.82,5.91,sing
7.9,28.11,6.52,sing
7.82,28.35,6.29,sing
7.86,28.06,6.01,sing
7.91,28.45,6.22,sing
7.93,27.87,5.8,sing
7.89,28.36,5.79,sing
7.85,28.04,5.9,sing
7.86,27.87,5.83,sing
7.85,28.21,5.84,sing
7.82,27.81,6.25,sing
7.89,27.86,6.11,sing
7.81,28.15,6.18,sing
7.88,28.3,5.87,sing
7.96,28.05,6.03,sing
7.9,27.97,6.34,sing
7.85,27.77,6.31,sing
7.87,28.27,6.44,sing
7.88,28.2,5.87,sing
7.94,28.06,6.19,sing
7.87,27.5,6.2,sing
7.8,27.9,6.29,sing
7.91,28.58,6.31,sing
7.87,28.01,6.09,sing
7.82,27.72,5.99,sing
7.8,28.01,6.05,sing
7.82,28.12,6.24,sing
7.91,27.9,6.22,sing
7.93,28.09,5.94,sing
7.91,28.36,5.98,sing
8.0,27.84,6.11,sing
7.87,28.07,5.75,sing
7.87,27.67,6.13,sing
7.95,28.19,5.63,sing
8.0,28.09,5.94,sing
7.91,28.05,5.97,sing
7.91,27.82,6.02,sing
7.87,27.57,6.13,sing
7.93,28.15,6.26,sing
7.92,27.84,6.27,sing
7.83,27.73,5.91,sing
7.95,28.28,6.2,sing
7.95,27.74,6.17,sing
7.89,28.25,6.08,sing
7.88,28.16,6.28,sing
8.5,30.0,3.0,pangas
8.47,29.98,2.79,pangas
8.38,30.06,3.12,pangas
8.51,29.42,2.93,pangas
8.39,30.41,2.78,pangas
8.56,30.28,2.82,pangas
8.44,30.11,2.83,pangas
8.51,29.86,2.64,pangas
8.39,30.07,2.89,pangas
8.47,30.21,3.23,pangas
8.49,29.9,3.1,pangas
8.43,30.07,3.11,pangas
8.53,29.42,2.85,pangas
8.46,30.03,3.1,pangas
8.57,29.85,2.9,pangas
8.56,30.09,3.25,pangas
8.51,29.65,2.73,pangas
8.42,30.2,3.24,pangas
8.59,30.25,3.23,pangas
8.47,29.65,3.17,pangas
8.52,30.03,3.08,pangas
8.52,30.39,3.26,pangas
8.53,30.25,3.1,pangas
8.48,30.23,2.72,pangas
8.55,29.64,3.06,pangas
8.46,30.17,2.99,pangas
8.42,30.13,2.88,pangas
8.54,30.0,3.08,pangas
8.45,29.82,2.91,pangas
8.54,30.5,2.84,pangas
8.55,29.35,2.76,pangas
8.45,29.59,2.68,pangas
8.52,29.94,3.08,pangas
8.53,30.08,3.13,pangas
8.5,29.64,3.21,pangas
8.47,29.72,2.96,pangas
8.45,29.87,3.07,pangas
8.52,29.73,2.9,pangas
8.55,30.15,3.42,pangas
8.56,30.34,2.72,pangas
8.54,29.98,2.89,pangas
8.51,30.28,3.1,pangas
8.46,30.22,2.87,pangas
8.51,29.91,2.96,pangas
8.54,29.69,3.39,pangas
8.41,29.82,3.07,pangas
8.53,29.97,2.99,pangas
8.52,29.93,3.28,pangas
8.54,30.26,2.81,pangas
8.5,29.91,2.8,pangas
7.4,29.0,3.7,pangas
7.42,28.84,3.83,pangas
7.35,29.52,3.52,pangas
7.41,29.24,3.59,pangas
7.44,28.63,3.99,pangas
7.4,28.82,3.64,pangas
7.44,28.82,3.55,pangas
7.39,28.65,4.06,pangas
7.37,29.25,3.74,pangas
7.35,29.0,3.86,pangas
7.39,29.36,3.9,pangas
7.45,28.86,3.48,pangas
7.37,29.06,3.81,pangas
7.29,29.0,3.73,pangas
7.39,29.39,3.78,pangas
7.47,28.94,3.89,pangas
7.48,29.39,3.48,pangas
7.39,28.9,3.8,pangas
7.43,28.75,3.71,pangas
7.3,29.43,3.6,pangas
7.4,28.91,3.93,pangas
7.26,29.0,3.68,pangas
7.38,29.52,3.52,pangas
7.44,29.11,3.95,pangas
7.37,28.78,3.92,pangas
7.42,28.54,3.59,pangas
7.42,29.25,3.56,pangas
7.25,29.16,3.46,pangas
7.3,28.15,3.86,pangas
7.41,28.93,3.98,pangas
7.43,29.48,3.42,pangas
7.4,28.51,3.65,pangas
7.39,29.19,3.71,pangas
7.43,29.21,4.13,pangas
7.38,28.72,3.75,pangas
7.36,29.44,3.64,pangas
7.37,28.86,3.84,pangas
7.39,28.81,4.03,pangas
7.36,29.01,3.83,pangas
7.32,29.14,3.49,pangas
7.44,28.71,3.84,pangas
7.46,29.26,3.75,pangas
7.39,28.83,3.99,pangas
7.37,28.69,3.83,pangas
7.36,28.71,3.41,pangas
7.38,28.98,3.75,pangas
7.45,29.16,3.66,pangas
7.39,29.15,3.95,pangas
7.41,28.86,3.5,pangas
7.33,29.2,3.82,pangas
7.8,25.0,3.9,pangas
7.83,24.96,4.18,pangas
7.78,25.29,3.89,pangas
7.77,25.18,3.98,pangas
7.82,25.02,3.89,pangas
7.92,25.36,4.04,pangas
7.81,25.3,4.0,pangas
7.8,24.91,3.88,pangas
7.64,25.06,3.8,pangas
7.88,25.01,3.66,pangas
7.8,24.69,3.99,pangas
7.81,25.29,3.74,pangas
7.8,24.59,4.04,pangas
7.83,25.15,3.9,pangas
7.82,25.48,3.84,pangas
7.81,24.67,3.73,pangas
7.8,25.33,3.85,pangas
7.79,24.88,3.79,pangas
7.81,24.55,4.16,pangas
7.77,25.22,3.65,pangas
7.83,25.2,3.98,pangas
7.75,25.07,3.66,pangas
7.79,25.31,4.06,pangas
7.8,24.71,4.03,pangas
7.8,24.3,4.06,pangas
7.8,25.36,3.68,pangas
7.64,25.08,3.96,pangas
7.72,24.71,4.45,pangas
7.78,25.22,3.77,pangas
7.7,24.95,3.85,pangas
7.78,24.97,3.95,pangas
7.79,24.62,4.0,pangas
7.7,24.38,4.05,pangas
7.83,24.98,3.62,pangas
7.76,24.92,3.58,pangas
7.76,25.2,4.19,pangas
7.78,25.23,3.52,pangas
7.83,24.76,3.96,pangas
7.79,25.4,3.73,pangas
7.83,24.92,3.87,pangas
7.79,24.75,3.9,pangas
7.8,25.07,3.92,pangas
7.84,25.28,3.69,pangas
7.84,24.64,4.02,pangas
7.83,24.43,3.92,pangas
7.78,24.77,4.17,pangas
7.77,24.76,3.92,pangas
7.83,24.96,4.13,pangas
7.83,24.35,3.79,pangas
7.77,25.14,3.38,pangas
8.0,27.0,3.8,pangas
8.13,27.16,3.83,pangas
8.06,27.7,3.97,pangas
8.05,27.04,3.77,pangas
7.98,26.75,3.66,pangas
7.93,26.98,3.46,pangas
8.01,26.99,3.83,pangas
7.97,27.92,4.07,pangas
7.94,27.07,3.68,pangas
7.95,26.6,3.89,pangas
7.97,27.29,4.0,pangas
8.07,26.74,3.9,pangas
8.03,26.86,3.65,pangas
8.08,27.07,3.93,pangas
7.96,26.63,3.69,pangas
7.99,26.68,3.8,pangas
7.92,26.66,3.93,pangas
8.03,26.88,3.6,pangas
7.95,26.89,3.93,pangas
8.05,26.85,3.57,pangas
8.01,26.75,3.7,pangas
8.07,27.25,3.83,pangas
7.94,27.06,4.01,pangas
7.98,27.41,4.06,pangas
8.08,27.09,3.92,pangas
8.07,27.13,3.7,pangas
7.98,27.07,3.54,pangas
7.99,27.33,3.36,pangas
8.08,27.34,3.71,pangas
8.03,27.0,4.05,pangas
8.05,26.58,3.92,pangas
7.99,27.02,3.65,pangas
8.09,27.31,3.65,pangas
7.93,26.88,3.89,pangas
8.01,27.38,3.96,pangas
8.05,27.1,3.52,pangas
7.99,27.32,3.79,pangas
8.03,26.9,3.59,pangas
7.99,27.09,3.67,pangas
7.99,26.72,4.02,pangas
7.99,27.44,4.11,pangas
8.0,26.7,3.38,pangas
7.93,26.59,4.08,pangas
8.01,27.12,3.36,pangas
7.94,27.27,3.86,pangas
7.99,27.17,4.13,pangas
7.99,27.02,3.84,pangas
8.12,26.37,3.94,pangas
7.99,27.17,3.67,pangas
8.0,27.21,4.42,pangas
6.5,21.0,5.0,tilapia
6.54,20.75,4.92,tilapia
6.48,20.46,4.93,tilapia
6.54,20.62,5.21,tilapia
6.52,20.78,4.97,tilapia
6.58,21.22,5.0,tilapia
6.49,21.02,4.9,tilapia
6.39,21.61,5.03,tilapia
6.52,20.98,4.85,tilapia
6.49,20.52,5.46,tilapia
6.44,20.69,4.91,tilapia
6.56,21.0,4.75,tilapia
6.56,21.22,5.11,tilapia
6.54,21.72,5.44,tilapia
6.47,21.49,5.08,tilapia
6.52,20.49,4.97,tilapia
6.46,21.25,5.21,tilapia
6.4,20.99,5.22,tilapia
6.49,21.22,5.07,tilapia
6.52,20.92,4.76,tilapia
6.44,21.21,5.0,tilapia
6.49,20.87,4.94,tilapia
6.55,20.9,4.73,tilapia
6.54,20.94,5.01,tilapia
6.58,20.99,5.06,tilapia
6.44,20.93,5.12,tilapia
6.42,21.06,5.02,tilapia
6.5,21.31,5.07,tilapia
6.57,20.7,5.03,tilapia
6.5,20.68,5.19,tilapia
6.62,20.99,5.1,tilapia
6.5,20.79,4.64,tilapia
6.46,20.58,5.34,tilapia
6.49,20.9,5.18,tilapia
6.44,20.77,5.01,tilapia
6.55,21.15,5.05,tilapia
6.5,21.12,5.04,tilapia
6.45,21.01,4.79,tilapia
6.5,20.86,5.51,tilapia
6.5,20.58,4.97,tilapia
6.53,21.5,4.88,tilapia
6.42,21.25,4.72,tilapia
6.48,20.92,4.99,tilapia
6.53,20.79,4.95,tilapia
6.5,21.04,5.02,tilapia
6.52,21.25,5.08,tilapia
6.52,20.53,5.01,tilapia
6.52,21.22,4.86,tilapia
6.47,20.83,5.11,tilapia
6.55,20.88,5.18,tilapia
5.9,25.0,5.5,tilapia
5.91,24.96,5.46,tilapia
5.94,25.1,5.96,tilapia
5.86,25.16,5.39,tilapia
5.86,25.0,5.53,tilapia
6.05,24.94,5.27,tilapia
5.91,24.38,5.48,tilapia
5.9,25.24,5.69,tilapia
5.87,24.95,5.35,tilapia
5.84,25.09,5.25,tilapia
5.88,24.7,5.61,tilapia
5.99,24.61,5.13,tilapia
5.89,25.0,5.54,tilapia
5.88,24.94,5.57,tilapia
5.95,24.41,5.43,tilapia
5.91,24.72,5.85,tilapia
5.87,24.99,5.61,tilapia
5.87,24.45,5.41,tilapia
5.95,24.9,5.33,tilapia
5.95,24.9,5.4,tilapia
5.91,25.23,5.98,tilapia
5.94,25.35,5.4,tilapia
5.85,25.02,5.52,tilapia
5.85,24.95,5.58,tilapia
5.92,25.15,5.56,tilapia
5.87,24.85,5.26,tilapia
5.99,25.0,5.46,tilapia
5.85,25.88,5.29,tilapia
5.88,25.12,5.62,tilapia
5.95,25.54,5.6,tilapia
5.85,24.92,5.56,tilapia
6.0,24.58,5.74,tilapia
5.91,25.25,5.48,tilapia
5.86,25.23,5.63,tilapia
5.95,25.0,5.38,tilapia
5.82,25.25,5.58,tilapia
5.85,24.84,5.41,tilapia
5.83,24.75,5.27,tilapia
5.88,24.78,5.17,tilapia
6.0,25.38,5.34,tilapia
5.91,25.13,5.74,tilapia
5.86,25.33,5.39,tilapia
5.83,25.22,5.76,tilapia
6.03,24.64,5.64,tilapia
5.88,25.24,5.21,tilapia
5.84,24.77,5.52,tilapia
5.87,25.2,5.71,tilapia
5.93,25.49,5.58,tilapia
5.84,25.41,5.38,tilapia
5.95,25.47,5.59,tilapia
5.6,27.0,6.8,tilapia
5.53,26.72,7.06,tilapia
5.59,27.02,6.95,tilapia
5.63,27.08,6.76,tilapia
5.58,27.26,6.91,tilapia
5.59,27.32,6.77,tilapia
5.56,26.77,6.6,tilapia
5.59,27.37,6.64,tilapia
5.61,26.8,6.75,tilapia
5.52,26.93,6.76,tilapia
5.63,27.07,6.56,tilapia
5.65,27.06,6.84,tilapia
5.6,26.84,6.84,tilapia
5.62,26.48,6.69,tilapia
5.59,27.08,7.04,tilapia
5.56,26.85,6.7,tilapia
5.56,26.9,6.95,tilapia
